ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
fusH	3003026	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces lividans	66.00	0.00	66.00	78.63	1203.00	94.55	0	0	0	0	N/A	N/A		1530	fusidic acid inactivation enzyme	fusidane antibiotic	antibiotic inactivation
tet(42)	3000572	protein homolog model	CARD	1	100.0	no data	no data	Micrococcus sp.	10.00	0.00	10.00	28.90	372.00	95.80	0	0	0	0	N/A	N/A		1287	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tsnR	3003060	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces laurentii	73.00	0.00	73.00	56.46	459.00	42.44	0	0	0	0	N/A	N/A		813	non-erm 23S ribosomal RNA methyltransferase (A1067)	peptide antibiotic	antibiotic target alteration
OXA-21	3001416	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	3.00	0.00	3.00	5.92	49.00	95.67	0	0	0	0	N/A	N/A		828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
ErmQ	3000593	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	10.00	0.00	10.00	47.03	364.00	99.00	0	0	0	0	N/A	N/A		774	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
CARB-23	3003186	protein homolog model	CARD	1	100.0	no data	no data	Vibrio parahaemolyticus	8.00	0.00	8.00	28.65	269.00	67.25	0	0	0	0	N/A	N/A		939	CARB beta-lactamase	penam	antibiotic inactivation
blaF	3003562	protein homolog model	CARD; Resistomes & Variants	3	95.24 - 100.0	YES	no data	Mycolicibacterium fortuitum	33.00	0.00	33.00	37.81	332.33	123.86	0	0	0	0	N/A	N/A		885; 873; 873	blaF family beta-lactamase	penam	antibiotic inactivation
TUS-1	3000844	protein homolog model	CARD	1	100.0	no data	no data	Myroides odoratus	19.00	0.00	19.00	9.37	70.00	60.53	0	0	0	0	N/A	N/A		747	TUS beta-lactamase	carbapenem; cephalosporin; cephamycin	antibiotic inactivation
AAC(3)-VIIIa	3002542	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces fradiae	153.00	0.00	153.00	55.87	481.00	71.24	0	0	0	0	N/A	N/A		861	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
OXA-361	3001548	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter lwoffii	2.00	0.00	2.00	2.17	18.00	28.50	0	0	0	0	N/A	N/A		831	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
