ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
Erm(34)	3000600	protein homolog model	CARD	1	100.0	no data	no data	Alkalihalobacillus clausii	2.00	0.00	2.00	2.01	17.00	23.00	0	0	0	0	N/A	N/A		846	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
vanY gene in vanB cluster	3002956	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecalis	4.00	0.00	4.00	6.57	53.00	56.25	0	0	0	0	N/A	N/A		807	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
tet(56)	3004603	protein homolog model	CARD	1	100.0	no data	no data	Legionella longbeachae	1.00	0.00	1.00	1.45	17.00	23.00	0	0	0	0	N/A	N/A		1170	tetracycline inactivation enzyme	tetracycline antibiotic	antibiotic inactivation
EreA2	3002826	protein homolog model	CARD	1	100.0	no data	no data	Providencia stuartii	1.00	0.00	1.00	12.14	149.00	200.00	0	0	0	0	N/A	N/A		1227	macrolide esterase	macrolide antibiotic	antibiotic inactivation
spd	3002631	protein homolog model	CARD; Resistomes & Variants	2	100.0	no data	no data	Staphylococcus aureus	2.00	0.00	2.00	2.38	17.00	23.00	0	0	0	0	N/A	N/A		774; 666	ANT(9)	aminoglycoside antibiotic	antibiotic inactivation
PEDO-2	3003714	protein homolog model	CARD	1	100.0	no data	no data	Pedobacter sp.	7.00	0.00	7.00	18.07	155.00	60.57	0	0	0	0	N/A	N/A		858	subclass B3 PEDO beta-lactamase	carbapenem	antibiotic inactivation
CatU	3003983	protein homolog model	CARD	1	100.0	no data	no data	Paenibacillus sp.	1.00	0.00	1.00	2.60	17.00	23.00	0	0	0	0	N/A	N/A		654	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
CIA-1	3004768	protein homolog model	CARD	1	100.0	no data	no data	Chryseobacterium indologenes	1.00	0.00	1.00	1.93	17.00	23.00	0	0	0	0	N/A	N/A		879	CIA beta-lactamase	carbapenem; cephalosporin	antibiotic inactivation
dfrA35	3005164	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	3.31	17.00	23.00	0	0	0	0	N/A	N/A		513	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
Trimethoprim-resistant dihydrofolate reductase DfrA42	3005334	protein homolog model	CARD	1	100.0	no data	no data	Proteus vulgaris	4.00	0.00	4.00	3.18	17.00	23.00	0	0	0	0	N/A	N/A		534	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
MYO-1	3006954	protein homolog model	CARD	1	100.0	no data	no data	Myroides odoratimimus	6.00	0.00	6.00	2.50	20.00	45.00	0	0	0	0	N/A	N/A		801	MYO beta-lactamase	carbapenem	antibiotic inactivation
vgbA	3001307	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	2.00	0.00	2.00	1.89	17.00	23.00	0	0	0	0	N/A	N/A		900	streptogramin vgb lyase	streptogramin antibiotic; streptogramin B antibiotic	antibiotic inactivation
OXA-347	3001777	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Elizabethkingia anophelis; Myroides phaeus	4.00	0.00	4.00	5.58	46.00	43.00	0	0	0	0	N/A	N/A		825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
CME-1	3004775	protein homolog model	Resistomes & Variants	1	96.27	NO	NO	Elizabethkingia anophelis	3.00	0.00	3.00	3.04	27.00	42.00	0	0	0	0	N/A	N/A		888	CME beta-lactamase	penam	antibiotic inactivation
qacJ	3007014	protein homolog model	Resistomes & Variants	4	33.98 - 69.47	YES	YES	Bacillus cereus; Providencia alcalifaciens; Listeria monocytogenes; Staphylococcus aureus	6.00	0.00	6.00	5.56	18.50	34.25	0	0	0	0	N/A	N/A		324; 327; 387; 306	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
tet(45)	3003196	protein homolog model	Resistomes & Variants	2	88.18 - 91.48	YES	NO	Bacillus cereus; Bacillus thuringiensis	2.00	0.00	2.00	1.23	17.00	23.00	0	0	0	0	N/A	N/A		1377; 1377	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
FosB	3000172	protein homolog model	Resistomes & Variants	1	89.13	NO	NO	Bacillus cereus	2.00	0.00	2.00	4.32	18.00	28.50	0	0	0	0	N/A	N/A		417	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
BcII	3002878	protein homolog model	Resistomes & Variants	1	91.37	YES	NO	Bacillus cereus	1.00	0.00	1.00	2.33	18.00	34.00	0	0	0	0	N/A	N/A		774	subclass B1 Bacillus cereus Bc beta-lactamase	cephalosporin; penam	antibiotic inactivation
23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)	3005099	protein homolog model	Resistomes & Variants	1	97.1	YES	NO	Streptococcus pyogenes	13.00	0.00	13.00	8.37	66.00	54.85	0	0	0	0	N/A	N/A		789	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic	antibiotic target alteration
OXA-633	3005854	protein homolog model	Resistomes & Variants	1	98.68	NO	NO	Campylobacter jejuni	1.00	0.00	1.00	2.49	17.00	23.00	0	0	0	0	N/A	N/A		684	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-608	3005829	protein homolog model	Resistomes & Variants	1	99.55	NO	NO	Campylobacter jejuni	957.00	0.00	957.00	8.79	63.00	45.49	0	0	0	0	N/A	N/A		717	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
cmeC	3000785	protein homolog model	Resistomes & Variants	1	99.17	NO	NO	Campylobacter jejuni	2.00	0.00	2.00	4.60	67.00	50.50	0	0	0	0	N/A	N/A		1458	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; fusidane antibiotic	antibiotic efflux
OXA-659	3005874	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Campylobacter jejuni	1.00	0.00	1.00	3.62	19.00	34.00	0	0	0	0	N/A	N/A		525	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
marA	3000263	protein homolog model	Resistomes & Variants	6	91.13 - 94.44	YES	NO	Enterobacter cloacae; Enterobacter hormaechei; Klebsiella michiganensis; Klebsiella oxytoca; Citrobacter freundii	10.00	0.00	10.00	7.01	26.83	28.96	0	0	0	0	N/A	N/A		381; 381; 381; 381; 384; 384	resistance-nodulation-cell division (RND) antibiotic efflux pump; General Bacterial Porin with reduced permeability to beta-lactams	fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux; reduced permeability to antibiotic
OXA-726	3005931	protein homolog model	Resistomes & Variants	1	99.24	YES	NO	Aeromonas hydrophila	1.00	0.00	1.00	3.02	24.00	57.00	0	0	0	0	N/A	N/A		795	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
ErmF	3000498	protein homolog model	Resistomes & Variants	2	98.08 - 100.0	YES	NO	Phocaeicola massiliensis; Parabacteroides distasonis	2.00	0.00	2.00	6.21	17.50	28.50	0	0	0	0	N/A	N/A		198; 471	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
tmrB	3003059	protein homolog model	Resistomes & Variants	2	96.58 - 97.97	YES	NO	Bacillus tequilensis; Bacillus subtilis	3.00	0.00	3.00	4.04	20.00	34.00	0	0	0	0	N/A	N/A		594; 441	tunicamycin resistance protein	nucleoside antibiotic	reduced permeability to antibiotic
aadA	3002601	protein homolog model	Resistomes & Variants	1	100.0	NO	YES	Escherichia coli; Shigella flexneri	1.00	0.00	1.00	3.54	17.00	23.00	0	0	0	0	N/A	N/A		480	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
