ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
TUS-1	3000844	protein homolog model	CARD	1	100.0	no data	no data	Myroides odoratus	1.00	0.00	1.00	2.41	18.00	34.00	0	0	0	0	N/A	N/A		747	TUS beta-lactamase	carbapenem; cephalosporin; cephamycin	antibiotic inactivation
tet(32)	3000196	protein homolog model	CARD; Resistomes & Variants	2	98.75 - 100.0	YES	no data	Escherichia coli; Campylobacter concisus; Eubacterium limosum; Ruthenibacterium lactatiformans; Streptococcus anginosus; Streptococcus constellatus; Streptococcus intermedius; Streptococcus pneumoniae	14.00	0.00	14.00	54.40	1044.50	209.81	0	0	0	0	N/A	N/A		1920; 1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
PEDO-2	3003714	protein homolog model	CARD	1	100.0	no data	no data	Pedobacter sp.	3.00	0.00	3.00	13.75	118.00	70.67	0	0	0	0	N/A	N/A		858	subclass B3 PEDO beta-lactamase	carbapenem	antibiotic inactivation
Mef(En2)	3004659	protein homolog model	CARD; Resistomes & Variants	8	98.5 - 100.0	YES	no data	Bacteroides fragilis; Phocaeicola vulgatus; Bacteroides caccae; Phocaeicola dorei; Bacteroides ovatus; Bacteroides thetaiotaomicron; Parabacteroides distasonis; Riemerella anatipestifer	402.00	0.00	402.00	47.48	572.62	202.87	0	0	0	0	N/A	N/A		1206; 1206; 1206; 1206; 1206; 1206; 1206; 1206	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
CME-1	3004775	protein homolog model	Resistomes & Variants	1	96.27	NO	NO	Elizabethkingia anophelis	1.00	0.00	1.00	2.14	19.00	47.00	0	0	0	0	N/A	N/A		888	CME beta-lactamase	penam	antibiotic inactivation
tet(O/M/O)	3007120	protein homolog model	Resistomes & Variants	1	99.53	NO	NO	Campylobacter jejuni	1.00	0.00	1.00	14.43	277.00	223.00	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
OXA-608	3005829	protein homolog model	Resistomes & Variants	1	99.55	NO	NO	Campylobacter jejuni	15.00	0.00	15.00	10.46	75.00	51.80	0	0	0	0	N/A	N/A		717	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
mel	3000616	protein homolog model	Resistomes & Variants	4	95.14 - 98.08	NO	NO	Phocaeicola vulgatus; Parabacteroides distasonis; Streptococcus suis	7.00	0.00	7.00	61.98	307.75	182.00	0	0	0	0	N/A	N/A		867; 564; 1218; 159	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
tet(Q)	3000191	protein homolog model	Resistomes & Variants	9	95.3 - 98.02	NO	NO	Phocaeicola vulgatus; Bacteroides ovatus; Bacteroides fragilis; Bacteroides thetaiotaomicron; Phocaeicola dorei; Muribaculaceae bacterium	33.00	0.00	33.00	44.49	611.89	183.86	0	0	0	0	N/A	N/A		1974; 1974; 1995; 1974; 606; 1995; 279; 1974; 1974	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
bacA	3002986	protein homolog model	Resistomes & Variants	2	95.74 - 99.27	NO	NO	Mycobacterium avium; Escherichia coli	2.00	0.00	2.00	14.51	46.50	86.00	0	0	0	0	N/A	N/A		282; 822	undecaprenyl pyrophosphate related proteins	peptide antibiotic	antibiotic target alteration
CRP	3000518	protein homolog model	Resistomes & Variants	2	99.52	NO	NO	Escherichia albertii; Escherichia coli; Edwardsiella tarda	3.00	0.00	3.00	40.91	259.00	204.00	0	0	0	0	N/A	N/A		633; 633	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
aadA5	3002605	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Escherichia coli	1.00	0.00	1.00	6.74	57.00	135.00	0	0	0	0	N/A	N/A		846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
eptA	3003576	protein homolog model	Resistomes & Variants	1	96.3	NO	NO	Escherichia coli	4.00	0.00	4.00	7.91	136.00	128.50	0	0	0	0	N/A	N/A		1719	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
AcrS	3000656	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	9.00	0.00	9.00	70.90	268.00	110.89	0	0	0	0	N/A	N/A		378	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
acrB	3000216	protein homolog model	Resistomes & Variants	2	98.76 - 100.0	NO	NO	Escherichia coli; Escherichia marmotae	1984.00	0.00	1984.00	54.45	332.00	173.51	0	0	0	0	N/A	N/A		384; 3150	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
emrB	3000074	protein homolog model	Resistomes & Variants	4	98.63 - 99.61	NO	NO	Escherichia coli; Escherichia albertii	9.00	0.00	9.00	32.62	360.00	201.81	0	0	0	0	N/A	N/A		1539; 1539; 612; 1539	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
msbA	3003950	protein homolog model	Resistomes & Variants	2	98.28 - 100.0	NO	NO	Escherichia coli; Escherichia albertii	4.00	0.00	4.00	27.20	545.00	177.00	0	0	0	0	N/A	N/A		2343; 1749	ATP-binding cassette (ABC) antibiotic efflux pump	nitroimidazole antibiotic	antibiotic efflux
AcrE	3000499	protein homolog model	Resistomes & Variants	1	98.67	YES	NO	Escherichia coli	7.00	0.00	7.00	54.00	324.00	152.57	0	0	0	0	N/A	N/A		600	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux
acrD	3000491	protein homolog model	Resistomes & Variants	1	99.04	NO	NO	Escherichia coli	1.00	0.00	1.00	9.63	300.00	190.00	0	0	0	0	N/A	N/A		3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux
emrY	3000254	protein homolog model	Resistomes & Variants	1	99.47	NO	NO	Escherichia coli	8.00	0.00	8.00	26.06	326.00	124.62	0	0	0	0	N/A	N/A		1251	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
APH(6)-Id	3002660	protein homolog model	Resistomes & Variants	2	96.6 - 99.37	NO	NO	Escherichia coli; Acinetobacter baumannii	3.00	0.00	3.00	7.51	193.00	106.25	0	0	0	0	N/A	N/A		3072; 618	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
APH(3'')-Ib	3002639	protein homolog model	Resistomes & Variants	1	99.35	NO	NO	Klebsiella pneumoniae	15258.00	0.00	15258.00	74.43	393.00	128.94	0	0	0	0	N/A	N/A		528	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
tet(M)	3000186	protein homolog model	Resistomes & Variants	2	95.05 - 97.18	YES	NO	Streptococcus mitis; Streptococcus pneumoniae	3.00	0.00	3.00	12.05	212.00	138.50	0	0	0	0	N/A	N/A		1920; 675	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
tet(A)	3000165	protein homolog model	Resistomes & Variants	1	96.49	NO	NO	Salmonella enterica	4.00	0.00	4.00	17.52	41.00	46.75	0	0	0	0	N/A	N/A		234	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
CMY-139	3005191	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Salmonella enterica	1.00	0.00	1.00	30.75	143.00	118.00	0	0	0	0	N/A	N/A		465	CMY beta-lactamase	cephamycin	antibiotic inactivation
sul1	3000410	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Salmonella enterica	24.00	0.00	24.00	38.94	264.00	71.50	0	0	0	0	N/A	N/A		678	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
