ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
IND-6	3002262	protein homolog model	CARD	1	100.0	no data	no data	Chryseobacterium indologenes	1.00	0.00	1.00	2.78	20.00	46.00	0	0	0	0	N/A	N/A		720	IND beta-lactamase	carbapenem	antibiotic inactivation
CGB-1	3000841	protein homolog model	CARD	1	100.0	no data	no data	Chryseobacterium gleum	6.00	0.00	6.00	5.21	38.00	37.83	0	0	0	0	N/A	N/A		729	CGB beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
ANT(6)-Ib	3002629	protein homolog model	CARD	1	100.0	no data	no data	Campylobacter fetus	3.00	0.00	3.00	3.61	31.00	34.33	0	0	0	0	N/A	N/A		858	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
vanS gene in vanA cluster	3002931	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus faecium	73.00	0.00	73.00	11.52	133.00	56.62	0	0	0	0	N/A	N/A		1155	vanS; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
PEDO-2	3003714	protein homolog model	CARD	1	100.0	no data	no data	Pedobacter sp.	23.00	0.00	23.00	19.46	167.00	28.74	0	0	0	0	N/A	N/A		858	subclass B3 PEDO beta-lactamase	carbapenem	antibiotic inactivation
ANT(3'')-IIc	3004091	protein homolog model	CARD; Resistomes & Variants	3	80.75 - 100.0	no data	no data	Acinetobacter parvus; Acinetobacter baumannii	11.00	0.00	11.00	3.36	25.00	39.89	0	0	0	0	N/A	N/A		780; 651; 786	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
OXA-457	3003613	protein homolog model	CARD	1	100.0	no data	no data	Achromobacter sp.	1.00	0.00	1.00	2.05	17.00	23.00	0	0	0	0	N/A	N/A		828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
CGA-1	3004766	protein homolog model	CARD	1	100.0	no data	no data	Chryseobacterium gleum	2.00	0.00	2.00	1.93	17.00	23.00	0	0	0	0	N/A	N/A		879	CGA beta-lactamase	penam	antibiotic inactivation
OXA-308	3001763	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter gerneri	7.00	0.00	7.00	14.29	120.00	49.71	0	0	0	0	N/A	N/A		840	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
CIA-3	3004770	protein homolog model	CARD	1	100.0	no data	no data	Chryseobacterium indologenes	5.00	0.00	5.00	5.01	44.00	45.00	0	0	0	0	N/A	N/A		879	CIA beta-lactamase	carbapenem; cephalosporin	antibiotic inactivation
Erm(48)	3004094	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus xylosus	6.00	0.00	6.00	21.99	161.00	74.83	0	0	0	0	N/A	N/A		732	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin B antibiotic	antibiotic target alteration
CSP-1	3006871	protein homolog model	CARD	1	100.0	no data	no data	Bacteria, Viruses,	8.00	0.00	8.00	11.00	101.00	31.62	0	0	0	0	N/A	N/A		918	CSP beta-lactamase	cephalosporin	antibiotic inactivation
FRI-10	3006227	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	12.00	0.00	12.00	7.01	62.00	56.00	0	0	0	0	N/A	N/A		885	FRI beta-lactamase	penam	antibiotic inactivation
OXA-727	3005932	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter	5.00	0.00	5.00	5.52	47.00	38.60	0	0	0	0	N/A	N/A		852	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-758	3005962	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter baumannii	2.00	0.00	2.00	2.67	22.00	45.50	0	0	0	0	N/A	N/A		825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-919	3006105	protein homolog model	CARD	1	100.0	no data	no data	Bacteria, Viruses,	2.00	0.00	2.00	4.59	38.00	34.00	0	0	0	0	N/A	N/A		828	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-347	3001777	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Elizabethkingia anophelis; Myroides phaeus	8.00	0.00	8.00	5.09	42.00	74.25	0	0	0	0	N/A	N/A		825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
CME-2	3006155	protein homolog model	Resistomes & Variants	1	98.99	NO	NO	Elizabethkingia anophelis	9.00	0.00	9.00	8.65	81.00	50.33	0	0	0	0	N/A	N/A		936	CME beta-lactamase	penam	antibiotic inactivation
CME-1	3004775	protein homolog model	Resistomes & Variants	2	94.92 - 96.27	NO	NO	Elizabethkingia anophelis; Elizabethkingia miricola	62.00	0.00	62.00	5.91	52.50	45.64	0	0	0	0	N/A	N/A		888; 888	CME beta-lactamase	penam	antibiotic inactivation
BcI	3002877	protein homolog model	Resistomes & Variants	1	89.54	NO	NO	Bacillus cereus	39.00	0.00	39.00	6.88	64.00	56.31	0	0	0	0	N/A	N/A		930	class A Bacillus cereus Bc beta-lactamase	cephalosporin; penem	antibiotic inactivation
vanR gene in vanA cluster	3002919	protein homolog model	Resistomes & Variants	2	90.91 - 91.77	YES	NO	Bacillus cereus; Bacillus thuringiensis	6.00	0.00	6.00	5.68	39.50	47.12	0	0	0	0	N/A	N/A		696; 696	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
BcIII	3007101	protein homolog model	Resistomes & Variants	6	72.15 - 77.85	YES	NO	Bacillus cereus; Bacillus thuringiensis	50.00	0.00	50.00	6.50	62.00	43.77	0	0	0	0	N/A	N/A		951; 951; 960; 939; 933; 951	class A Bacillus cereus Bc beta-lactamase	cephalosporin; penem	antibiotic inactivation
FosB	3000172	protein homolog model	Resistomes & Variants	2	76.81 - 89.86	YES	NO	Bacillus cereus	9.00	0.00	9.00	8.68	36.50	63.41	0	0	0	0	N/A	N/A		423; 417	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
BcII	3002878	protein homolog model	Resistomes & Variants	2	91.37 - 91.76	NO	NO	Bacillus cereus; Bacillus thuringiensis	3.00	0.00	3.00	2.78	21.50	40.00	0	0	0	0	N/A	N/A		774; 774	subclass B1 Bacillus cereus Bc beta-lactamase	cephalosporin; penam	antibiotic inactivation
tet(T)	3000193	protein homolog model	Resistomes & Variants	1	32.57	NO	NO	Paeniclostridium sordellii	3.00	0.00	3.00	3.47	70.00	69.67	0	0	0	0	N/A	N/A		2019	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
tet(O)	3000190	protein homolog model	Resistomes & Variants	1	97.6	NO	NO	Campylobacter jejuni	1.00	0.00	1.00	1.83	17.00	23.00	0	0	0	0	N/A	N/A		930	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
OXA-608	3005829	protein homolog model	Resistomes & Variants	1	99.55	NO	NO	Campylobacter jejuni	12.00	0.00	12.00	9.62	69.00	64.42	0	0	0	0	N/A	N/A		717	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-659	3005874	protein homolog model	Resistomes & Variants	2	100.0	NO	NO	Campylobacter jejuni	3.00	0.00	3.00	13.53	76.50	34.75	0	0	0	0	N/A	N/A		1338; 525	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
cmeC	3000785	protein homolog model	Resistomes & Variants	1	99.17	NO	NO	Campylobacter jejuni	79.00	0.00	79.00	12.41	181.00	19.73	0	0	0	0	N/A	N/A		1458	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; fusidane antibiotic	antibiotic efflux
