ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
tet(32)	3000196	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	6.00	0.00	6.00	46.09	885.00	201.83	0	0	0	0	N/A	N/A		1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
LnuP	3004601	protein homolog model	CARD	1	100.0	no data	no data	Clostridium perfringens	2.00	0.00	2.00	55.09	276.00	214.50	0	0	0	0	N/A	N/A		501	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
Mef(En2)	3004659	protein homolog model	CARD; Resistomes & Variants	6	98.75 - 100.0	YES	no data	Bacteroides fragilis; Phocaeicola vulgatus; Bacteroides caccae; Phocaeicola dorei; Bacteroides ovatus; Bacteroides thetaiotaomicron; Parabacteroides distasonis	541.00	0.00	541.00	49.99	602.83	211.48	0	0	0	0	N/A	N/A		1206; 1206; 1206; 1206; 1206; 1206	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
OXA-810	3006010	protein homolog model	CARD	1	100.0	no data	no data	Acinetobacter radioresistens	1.00	0.00	1.00	2.19	18.00	34.00	0	0	0	0	N/A	N/A		822	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
ErmG	3000522	protein homolog model	Resistomes & Variants	1	99.18	NO	NO	Bacillus cereus; Clostridium perfringens; Klebsiella pneumoniae	2.00	0.00	2.00	58.37	429.00	187.00	0	0	0	0	N/A	N/A		735	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
BcIII	3007101	protein homolog model	Resistomes & Variants	2	75.86 - 95.42	YES	NO	Bacillus cereus; Bacillus velezensis	2.00	0.00	2.00	2.60	19.00	40.50	0	0	0	0	N/A	N/A		960; 588	class A Bacillus cereus Bc beta-lactamase	cephalosporin; penem	antibiotic inactivation
tetB(P)	3000195	protein homolog model	Resistomes & Variants	2	96.47 - 99.23	NO	NO	Paeniclostridium sordellii; Clostridium perfringens	10.00	0.00	10.00	36.37	712.50	192.83	0	0	0	0	N/A	N/A		1959; 1959	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
OXA-184	3001476	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Campylobacter jejuni	1.00	0.00	1.00	3.09	19.00	34.00	0	0	0	0	N/A	N/A		615	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
OXA-608	3005829	protein homolog model	Resistomes & Variants	1	99.55	NO	NO	Campylobacter jejuni	22.00	0.00	22.00	31.52	226.00	56.82	0	0	0	0	N/A	N/A		717	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
tet(O)	3000190	protein homolog model	Resistomes & Variants	6	90.12 - 99.37	YES	NO	Campylobacter jejuni; Campylobacter coli; Bifidobacterium breve; Streptococcus suis	18.00	0.00	18.00	21.02	367.17	176.86	0	0	0	0	N/A	N/A		1680; 558; 1860; 1920; 1920; 2007	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
mel	3000616	protein homolog model	Resistomes & Variants	6	95.14 - 99.01	YES	NO	Phocaeicola vulgatus; Enterococcus faecium; Streptococcus suis	34.00	0.00	34.00	53.48	387.17	164.43	0	0	0	0	N/A	N/A		867; 309; 1218; 1218; 1218; 354	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
tet(Q)	3000191	protein homolog model	Resistomes & Variants	10	89.08 - 98.93	NO	NO	Phocaeicola vulgatus; Bacteroides ovatus; Bacteroides thetaiotaomicron; Phocaeicola dorei; Bacteroides fragilis; Muribaculaceae bacterium	50.00	0.00	50.00	39.16	553.60	184.94	0	0	0	0	N/A	N/A		1974; 1974; 1995; 1926; 606; 1995; 279; 1974; 1974; 1995	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
tet(M)	3000186	protein homolog model	Resistomes & Variants	4	97.5 - 100.0	NO	NO	Streptococcus cristatus; Escherichia coli; Enterococcus faecalis; Streptococcus pneumoniae	8.00	0.00	8.00	25.29	297.50	206.25	0	0	0	0	N/A	N/A		1920; 1920; 549; 1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
AcrS	3000656	protein homolog model	Resistomes & Variants	1	98.35	NO	NO	Escherichia coli	4.00	0.00	4.00	75.20	379.00	1.25	0	0	0	0	N/A	N/A		504	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
kdpE	3003841	protein homolog model	Resistomes & Variants	2	91.74 - 99.09	NO	NO	Escherichia coli; Salmonella enterica	278.00	0.00	278.00	31.18	271.50	38.72	0	0	0	0	N/A	N/A		729; 888	kdpDE	aminoglycoside antibiotic	antibiotic efflux
emrB	3000074	protein homolog model	Resistomes & Variants	1	99.02	NO	NO	Escherichia coli	1.00	0.00	1.00	27.61	169.00	192.00	0	0	0	0	N/A	N/A		612	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
FRI-1	3004797	protein homolog model	Resistomes & Variants	1	99.63	NO	NO	Escherichia coli	2.00	0.00	2.00	2.99	50.00	17.50	0	0	0	0	N/A	N/A		1674	FRI beta-lactamase	penam	antibiotic inactivation
OXA-33	3001427	protein homolog model	Resistomes & Variants	1	99.04	NO	NO	Klebsiella pneumoniae	1.00	0.00	1.00	6.09	19.00	34.00	0	0	0	0	N/A	N/A		312	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
APH(3'')-Ib	3002639	protein homolog model	Resistomes & Variants	1	99.35	NO	NO	Klebsiella pneumoniae	136764.00	0.00	136764.00	74.43	393.00	131.57	0	0	0	0	N/A	N/A		528	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
CTX-M-225	3005648	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella pneumoniae	127.00	0.00	127.00	55.20	313.00	100.88	0	0	0	0	N/A	N/A		567	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
lnuC	3002837	protein homolog model	Resistomes & Variants	2	89.63 - 97.56	NO	NO	Streptococcus dysgalactiae; Lactobacillus crispatus; Streptococcus agalactiae; Streptococcus suis	4.00	0.00	4.00	11.94	64.50	150.75	0	0	0	0	N/A	N/A		495; 564	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
vanR gene in vanA cluster	3002919	protein homolog model	Resistomes & Variants	1	91.77	NO	NO	Bacillus thuringiensis	1.00	0.00	1.00	2.73	19.00	34.00	0	0	0	0	N/A	N/A		696	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
tet(A)	3000165	protein homolog model	Resistomes & Variants	1	96.49	NO	NO	Salmonella enterica	9.00	0.00	9.00	46.58	109.00	20.11	0	0	0	0	N/A	N/A		234	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
sul1	3000410	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Salmonella enterica	185.00	0.00	185.00	44.54	302.00	65.72	0	0	0	0	N/A	N/A		678	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
aadA8b	3004704	protein homolog model	Resistomes & Variants	1	97.04	NO	NO	Salmonella enterica	201.00	0.00	201.00	31.54	211.00	91.00	0	0	0	0	N/A	N/A		669	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
qacEdelta1	3005010	protein homolog model	Resistomes & Variants	1	97.14	NO	NO	Salmonella enterica	142.00	0.00	142.00	80.78	206.00	67.65	0	0	0	0	N/A	N/A		255	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
AAC(6')-Ib-cr6	3005116	protein homolog model	Resistomes & Variants	1	98.99	NO	NO	Salmonella enterica	426.00	0.00	426.00	35.58	253.00	43.77	0	0	0	0	N/A	N/A		711	AAC(6')-Ib-cr	fluoroquinolone antibiotic; aminoglycoside antibiotic	antibiotic inactivation
sdrM	3007013	protein homolog model	Resistomes & Variants	1	68.39	NO	NO	Staphylococcus hominis	1.00	0.00	1.00	1.42	19.00	34.00	0	0	0	0	N/A	N/A		1341	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
ANT(6)-Ia	3002626	protein homolog model	Resistomes & Variants	1	99.65	NO	NO	Enterococcus hirae; Streptococcus suis	6.00	0.00	6.00	76.04	657.00	205.00	0	0	0	0	N/A	N/A		864	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
sepA	3007012	protein homolog model	Resistomes & Variants	3	70.32 - 96.18	YES	NO	Staphylococcus warneri; Staphylococcus epidermidis; Staphylococcus aureus	7.00	0.00	7.00	16.92	79.33	38.94	0	0	0	0	N/A	N/A		468; 468; 474	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
aadS	3004683	protein homolog model	Resistomes & Variants	1	96.36	NO	NO	Bacteroides thetaiotaomicron	15.00	0.00	15.00	63.10	248.00	120.73	0	0	0	0	N/A	N/A		393	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
tet(K)	3000178	protein homolog model	Resistomes & Variants	1	99.69	NO	NO	Staphylococcus haemolyticus	118587.00	0.00	118587.00	34.44	342.00	120.00	0	0	0	0	N/A	N/A		993	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tetA(P)	3000180	protein homolog model	Resistomes & Variants	1	98.33	NO	NO	Clostridium perfringens	4.00	0.00	4.00	30.96	391.00	187.25	0	0	0	0	N/A	N/A		1263	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(44)	3000556	protein homolog model	Resistomes & Variants	3	96.36 - 98.91	NO	NO	Clostridium perfringens	14.00	0.00	14.00	32.29	618.67	187.13	0	0	0	0	N/A	N/A		1923; 1830; 1923	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
armA	3000858	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Klebsiella quasipneumoniae	1.00	0.00	1.00	23.99	113.00	185.00	0	0	0	0	N/A	N/A		471	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration
mexM	3003704	protein homolog model	Resistomes & Variants	1	96.83	NO	NO	Pseudomonas aeruginosa	1.00	0.00	1.00	2.20	25.00	81.00	0	0	0	0	N/A	N/A		1137	resistance-nodulation-cell division (RND) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
FosB4	3004671	protein homolog model	Resistomes & Variants	1	98.56	NO	NO	Staphylococcus capitis	2.00	0.00	2.00	15.35	70.00	45.00	0	0	0	0	N/A	N/A		456	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
abeS	3000768	protein homolog model	Resistomes & Variants	1	97.25	NO	NO	Acinetobacter baumannii	1.00	0.00	1.00	5.45	18.00	34.00	0	0	0	0	N/A	N/A		330	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic; aminocoumarin antibiotic	antibiotic efflux
ADC-30	3004617	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Acinetobacter baumannii	1.00	0.00	1.00	3.96	19.00	34.00	0	0	0	0	N/A	N/A		480	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
qacG	3007015	protein homolog model	Resistomes & Variants	1	38.89	YES	NO	Burkholderia cenocepacia	372.00	0.00	372.00	74.62	882.00	7.96	0	0	0	0	N/A	N/A		1182	small multidrug resistance (SMR) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
